Fighter,Opponent,Result,Method,Date
Dabdam Por Tor Tor Thongtawee,Lamsing Sor Dechapan,LOSS,Unanimous Decision,
Dabdam Por Tor Tor Thongtawee,Chartpayak Saksatoon,LOSS,Knockout,
Dabdam Por Tor Tor Thongtawee,Xavier Gonzalez,LOSS,Unanimous Decision,
Dabdam Por Tor Tor Thongtawee,Xavier Gonzalez,WIN,Split Decision,
“Ottogi” Dae Hwan Kim,Xie Wei,LOSS,TKO,
“Ottogi” Dae Hwan Kim,Kairat Akhmetov,LOSS,Unanimous Decision,
“Ottogi” Dae Hwan Kim,Yuya Wakamatsu,LOSS,Unanimous Decision,
“Ottogi” Dae Hwan Kim,Yusup Saadulaev,LOSS,Unanimous Decision,
“Ottogi” Dae Hwan Kim,Ayideng Jumayi,WIN,TKO,
“Ottogi” Dae Hwan Kim,Shuya Kamikubo,LOSS,Unanimous Decision,
“Ottogi” Dae Hwan Kim,Zhao Zhi Kang,WIN,Unanimous Decision,
“Ottogi” Dae Hwan Kim,Masakazu Imanari,WIN,Unanimous Decision,
“Ottogi” Dae Hwan Kim,Daichi Takenaka,LOSS,Disqualification,
“Ottogi” Dae Hwan Kim,Leandro Issa,LOSS,Unanimous Decision,
“Ottogi” Dae Hwan Kim,Li Ge Teng,WIN,Submission,
“Ottogi” Dae Hwan Kim,Kevin Belingon,WIN,Submission,
“Ottogi” Dae Hwan Kim,Thanh Vu,WIN,Submission,
“Ottogi” Dae Hwan Kim,Bibiano Fernandes,LOSS,Unanimous Decision,
“Crazy Dog” Dae Sung Park,Lowen Tynanes,LOSS,Split Decision,
“Crazy Dog” Dae Sung Park,Abraao Amorim,LOSS,TKO,
“Crazy Dog” Dae Sung Park,Amir Khan,WIN,Split Decision,
“Crazy Dog” Dae Sung Park,Honorio Banario,WIN,Unanimous Decision,
“Crazy Dog” Dae Sung Park,Kimihiro Eto,WIN,TKO,
“Crazy Dog” Dae Sung Park,Trestle Tan,WIN,Unanimous Decision,
Dagi Arslanaliev,Roberto Soldic,LOSS,Knockout,
Dagi Arslanaliev,Tye Ruotolo,LOSS,Submission,
Dagi Arslanaliev,Timofey Nastyukhin,WIN,Knockout,
Dagi Arslanaliev,Christian Lee,LOSS,Unanimous Decision,
Dagi Arslanaliev,Amir Khan,WIN,Knockout,
Dagi Arslanaliev,Ev Ting,WIN,TKO,
Dagi Arslanaliev,Timofey Nastyukhin,WIN,TKO,
Dagi Arslanaliev,Tetsuya Yamada,WIN,Submission,
Dagi Arslanaliev,Georgi Stoyanov,LOSS,Disqualification,
Dagi Arslanaliev,Jietebusibai Haolan,WIN,Submission,
Dagi Arslanaliev,Ma Jia Wen,WIN,TKO,
Dagi Arslanaliev,Mishal Alfad,WIN,TKO,
Dai Xiong Li,Li Yuan Kun,LOSS,TKO,
Dalir “Kurdish Warrior” Moradian,Lawrence Phillips,LOSS,TKO,
“Mini T” Danial Williams,Thongpoon PK Saenchai,LOSS,TKO,
“Mini T” Danial Williams,Banma Duoji,WIN,Unanimous Decision,
“Mini T” Danial Williams,Lito Adiwang,LOSS,Unanimous Decision,
“Mini T” Danial Williams,Jonathan Di Bella,LOSS,Unanimous Decision,
“Mini T” Danial Williams,Superlek Kiatmoo9,LOSS,Knockout,
“Mini T” Danial Williams,Jeremy Miado,LOSS,TKO,
“Mini T” Danial Williams,Zelang Zhaxi,WIN,Knockout,
“Mini T” Danial Williams,Namiki Kawahara,WIN,Unanimous Decision,
“Mini T” Danial Williams,Dejdamrong Sor Amnuaysirichoke,WIN,Knockout,
“Mini T” Danial Williams,Rodtang Jitmuangnon,LOSS,Unanimous Decision,
Daniel Donchenko,Gabriel Souza,WIN,Knockout,
Daniel “Danger” Gyllenberg,Jomhod Auto MuayThai,LOSS,TKO,
Daniel Puertas,Superlek Kiatmoo9,LOSS,Unanimous Decision,
Daniel Puertas,Jiduo Yibu,WIN,Split Decision,
Daniel Puertas,Panpayak Jitmuangnon,LOSS,Unanimous Decision,
Daniela Lopez,Iman Barlow,LOSS,TKO,
Daniela Lopez,Jackie Buntan,LOSS,Unanimous Decision,
Danila Vasilikhin,Padejsuk NF Looksuan,LOSS,TKO,
Danila Vasilikhin,Watcharaphon PK Saenchai,LOSS,Knockout,
Daniyal Zainalov,Yuri Simoes,WIN,Split Decision,
Dankalong Sor Dechapan,Freddie Haggerty,LOSS,Knockout,
Danny “The King” Kingad,Adriano Moraes,LOSS,Submission,
Danny “The King” Kingad,Yuya Wakamatsu,LOSS,Unanimous Decision,
Danny “The King” Kingad,Eko Roni Saputra,WIN,Unanimous Decision,
Danny “The King” Kingad,Kairat Akhmetov,LOSS,Unanimous Decision,
Danny “The King” Kingad,Xie Wei,WIN,Unanimous Decision,
Danny “The King” Kingad,Demetrious Johnson,LOSS,Unanimous Decision,
Danny “The King” Kingad,Reece McLaren,WIN,Split Decision,
Danny “The King” Kingad,Senzo Ikeda,WIN,Unanimous Decision,
Danny “The King” Kingad,Tatsumitsu Wada,WIN,Unanimous Decision,
Danny “The King” Kingad,Yuya Wakamatsu,WIN,Unanimous Decision,
Danny “The King” Kingad,Ma Hao Bin,WIN,Unanimous Decision,
Danny “The King” Kingad,Sotir Kichukov,WIN,Unanimous Decision,
Danny “The King” Kingad,Adriano Moraes,LOSS,Submission,
Danny “The King” Kingad,Muhammad Aiman,WIN,Unanimous Decision,
Danny “The King” Kingad,Eugene Toquero,WIN,Submission,
Danny “The King” Kingad,Muhamad Haidar,WIN,TKO,
Dante Leon,Tye Ruotolo,LOSS,Unanimous Decision,
Dante Leon,Tommy Langaker,WIN,Unanimous Decision,
Dante Leon,Bruno Pucci,WIN,Submission,
Darkie Nokkhao KorMor11,Jack Jackmuaythai Gym,LOSS,Knockout,
Dave “Kintas” Bangguigui,Ryosuke Honda,LOSS,Unanimous Decision,
Dave “Kintas” Bangguigui,Sanzhar Zakirov,LOSS,TKO,
Dave “Kintas” Bangguigui,Marcus Paulo Amaral,WIN,Unanimous Decision,
Dave “Kintas” Bangguigui,Alber Da Silva,WIN,Submission,
Dave “Kintas” Bangguigui,Susovan Ghosh,WIN,Knockout,
David “DC” Cooke,Jang Seon Gyu,LOSS,Split Decision,
David “DC” Cooke,Kohei Takegami,WIN,TKO,
Davit Kiria,Tawanchai PK Saenchai,LOSS,TKO,
Davit Kiria,Mohammed Boutasaa,LOSS,Unanimous Decision,
Davit Kiria,Sitthichai Sitsongpeenong,LOSS,Unanimous Decision,
Davit Kiria,Enriko Kehl,WIN,TKO,
Davit Kiria,Giorgio Petrosyan,LOSS,Unanimous Decision,
Da Woon Jung,Detchadin Sornsirisuphathin,WIN,TKO,
Dayane “Day Monster” Cardoso,Meng Bo,LOSS,Unanimous Decision,
Dayane “Day Monster” Cardoso,Ayaka Miura,WIN,TKO,
Decho Por Borirak,Isannuea Tor Tanjaroen,WIN,Unanimous Decision,
Decho Por Borirak,Isannuea Tor Tanjaroen,WIN,Split Decision,
Dedduanglek Wankhongohm MBK,Aslamjon Ortikov,LOSS,Unanimous Decision,
Dedduanglek Wankhongohm MBK,Asadula Imangazaliev,LOSS,Knockout,
Dedduanglek Wankhongohm MBK,Nakrob Fairtex,LOSS,Unanimous Decision,
Dedduanglek Wankhongohm MBK,Taiki Naito,WIN,Unanimous Decision,
Dedduanglek Wankhongohm MBK,Nakrob Fairtex,LOSS,TKO,
Dedduanglek Wankhongohm MBK,Kongsuk Fairtex,WIN,Unanimous Decision,
Dedduanglek Wankhongohm MBK,Taiki Naito,WIN,Unanimous Decision,
Dedduanglek Wankhongohm MBK,Shakhriyor Jurayev,WIN,Unanimous Decision,
Dedduanglek Wankhongohm MBK,Temirlan Bekmurzaev,WIN,Unanimous Decision,
Deepak Bhardwaj,Fritz Biagtan,LOSS,TKO,
Den Sitnayoktaweeptaphong,Petrapha Sor Sopit,LOSS,Split Decision,
Denis Andreev,Carlo Bumina-ang,LOSS,Split Decision,
Denis Burmatov,Ayoub Bahri,WIN,Unanimous Decision,
Denis Burmatov,Chanajon PK Saenchai,WIN,Unanimous Decision,
Denis “The Bosnian Menace” Puric,Jaosuayai Mor Krungthepthonburi,LOSS,Knockout,
Denis “The Bosnian Menace” Puric,Elias Mahmoudi,Unknown,Unknown,
Denis “The Bosnian Menace” Puric,Rodtang Jitmuangnon,LOSS,Unanimous Decision,
Denis “The Bosnian Menace” Puric,Jacob Smith,WIN,Unanimous Decision,
Denis “The Bosnian Menace” Puric,Nguyen Tran Duy Nhat,WIN,Knockout,
Denis “The Bosnian Menace” Puric,Yodlekpet Or Atchariya,LOSS,TKO,
Denis “The Bosnian Menace” Puric,Tagir Khalilov,WIN,Unanimous Decision,
Denis “The Bosnian Menace” Puric,Sherzod Kabutov,LOSS,Unanimous Decision,
Deniz “Bad Boy” Demirkapu,Kongklai Sor Sommai,LOSS,Knockout,
Deniz “Bad Boy” Demirkapu,Suakim Sor Jor Tongprajin,LOSS,Knockout,
Deniz “Bad Boy” Demirkapu,Buakhiao Por Paoin,WIN,Knockout,
Denkriangkrai Singha Mawynn,Yodthongthai Sor Sommai,WIN,Unanimous Decision,
Denkriangkrai Singha Mawynn,Tomyamkoong Bhumjaithai,LOSS,Unanimous Decision,
Denkriangkrai Singha Mawynn,Stephen Irvine,LOSS,Unanimous Decision,
Denkriangkrai Singha Mawynn,Sanpet Sor Salacheep,WIN,Knockout,
Denkriangkrai Singha Mawynn,Patakake Sinbimuaythai,WIN,Unanimous Decision,
Denkriangkrai Singha Mawynn,Mongkolkaew Sor Sommai,LOSS,Unanimous Decision,
Denkriangkrai Singha Mawynn,Samingdam Chor Ajalaboon,LOSS,Unanimous Decision,
Denkriangkrai Singha Mawynn,Apiwat Sor Somnuk,LOSS,Unanimous Decision,
Denkriangkrai Singha Mawynn,Apiwat Sor Somnuk,WIN,Split Decision,
Denkriangkrai Singha Mawynn,Songchana Tor Brucelee,WIN,Split Decision,
Denny Sisti,Rodrigo Marello,WIN,Submission,
Denpanom Pran26,Ricardo Bravo,LOSS,Knockout,
Denpayak Detpetchsrithong,Donking Yotharakmuaythai,LOSS,Knockout,
Denpayak Detpetchsrithong,Petwichit Singha Mawynn,LOSS,Unanimous Decision,
Denpayak Detpetchsrithong,Songfangkhong FA Group,LOSS,Unanimous Decision,
Denpayak Detpetchsrithong,Jaising Sitnayokpunsak,LOSS,Knockout,
Denphuthai Superlek Muay Thai,Asadula Imangazaliev,LOSS,Knockout,
Denphuthai Superlek Muay Thai,Petmuangsri Wankhongohm MBK,LOSS,TKO,
Denphuthai Superlek Muay Thai,Rhuam Felipe Morais Caldas,WIN,Unanimous Decision,
Detchanan Wor Wiangsa,Toyota Eaglemuaythai,LOSS,Knockout,
Detphupa ChotBangsaen,Rodbenz PK Saenchai,WIN,Split Decision,
Detphupa ChotBangsaen,Sangsakda BoyTarchang,WIN,Knockout,
Detphupa ChotBangsaen,Khunsuk Mor Krungthepthonburi,LOSS,Knockout,
Detpichai NaweeAndaman,Kochasit Tasaeyasat,LOSS,Knockout,
Detrit LooksuanAutomuaythai,Abdulla Dayakaev,LOSS,Majority Decision,
Devina Martin,Yu Yau Pui,LOSS,TKO,
Diandra Martin,Jackie Buntan,LOSS,TKO,
Diandra Martin,Amber Kitchen,WIN,Unanimous Decision,
Diandra Martin,Smilla Sundell,LOSS,TKO,
Diego Paez,Johan Ghazali,WIN,Split Decision,
Diego Paez,Sean Climaco,LOSS,Split Decision,
Dieselnoi Liamthanawat,Pansak Wor Wantawee,LOSS,Unanimous Decision,
Dieselnoi Liamthanawat,Petmorakot Sitnayoktaweeptaphong,LOSS,Unanimous Decision,
“The Assassin” Ding Meng,Lu Zheng,LOSS,Knockout,
“The Assassin” Ding Meng,Sun Shu Wei,WIN,TKO,
Dinneurthong Muadphong191,Chokdee Maxjandee,LOSS,TKO,
Diogo “The King D” Calado,Sheagh Dobbin,LOSS,TKO,
Diogo “Baby Shark” Reis,Shoya Ishiguro,WIN,Submission,
Dionatha Santos Tobias,Sunday Boomdeksean,LOSS,Unanimous Decision,
Dionatha Santos Tobias,Kongpoxay LaoLaneXang,WIN,Knockout,
Dionatha Santos Tobias,Mahahin Petkiatpet,WIN,Knockout,
Dionatha Santos Tobias,Maisangkum Sor Yingcharoenkarnchang,LOSS,Knockout,
Dmitrii “The Silent Assassin” Kovtun,Soe Lin Oo,WIN,Unanimous Decision,
Dmitrii “The Silent Assassin” Kovtun,Suablack Tor Pran49,WIN,Unanimous Decision,
Dmitrii “The Silent Assassin” Kovtun,Nontachai Jitmuangnon,LOSS,Knockout,
Dmitrii “The Silent Assassin” Kovtun,Ferrari Fairtex,WIN,Unanimous Decision,
Dmitriy Babkin,Ivan Parshikov,LOSS,Unanimous Decision,
Dmitriy Kireev,Tun Min Aung,WIN,Unanimous Decision,
Dmitry “SuperChan” Changelia,Mohammed Boutasaa,LOSS,Split Decision,
Dmitry Menshikov,Tengnueng Fairtex,Unknown,Unknown,
Dmitry Menshikov,Sinsamut Klinmee,WIN,Knockout,
Dmitry Menshikov,Mouhcine Chafi,WIN,Knockout,
Dmitry Menshikov,Rungrawee Sitsongpeenong,WIN,Knockout,
Dmitry Menshikov,Regian Eersel,LOSS,Knockout,
Do “Wildling” Gyeom Lee,Guilherme Antunes,WIN,TKO,
Dokmaipa Fairtex,Natalia Diachkova,LOSS,Knockout,
Dokmaipa Fairtex,Barbara Aguiar,WIN,Unanimous Decision,
Dokmaipa PK Saenchai,Seksan Fairtex,LOSS,Knockout,
Donking Yotharakmuaythai,Yodlekpet Or Atchariya,LOSS,Knockout,
Donking Yotharakmuaythai,Denpayak Detpetchsrithong,WIN,Knockout,
Donking Yotharakmuaythai,Seksan Fairtex,WIN,Unanimous Decision,
Donking Yotharakmuaythai,Panpet Sor Naruemon,WIN,Knockout,
Donking Yotharakmuaythai,Chalongsuk Jacksonmuaythai,WIN,Knockout,
Donny “The Don” Smith,Maciej Karpinski,LOSS,TKO,
Doraemon,Jalill Barnes,LOSS,Unanimous Decision,
Dovydas “Rimkenzo” Rimkus,Ivan Kondratev,LOSS,Knockout,
Dovydas “Rimkenzo” Rimkus,Zhang Chunyu,WIN,Majority Decision,
Duangsompong Jitmuangnon,Ibragim Abdulmedzhidov,LOSS,Knockout,
Duangsompong Jitmuangnon,Joachim Ouraghi,WIN,Split Decision,
Duangsompong Jitmuangnon,Petsukumvit Boi Bangna,WIN,Unanimous Decision,
Duangsompong Jitmuangnon,Pettonglor Sitluangpeenumfon,LOSS,Unanimous Decision,
Duangsompong Jitmuangnon,Paidang Kiatsongrit,WIN,Unanimous Decision,
Duangsompong Jitmuangnon,Pompet PK Saenchai,LOSS,Knockout,
Duangsompong Jitmuangnon,Batman Or Atchariya,WIN,Majority Decision,
Duke “The Duke of Canberra” Didier,Ben Tynan,Unknown,Unknown,
Duke “The Duke of Canberra” Didier,Jasur Mirzamukhamedov,LOSS,Split Decision,
Dunk Lukporphrayasua,Super Yay Chan,LOSS,Knockout,
Dzhabir Dzhabrailov,Nicolas Vigna,WIN,TKO,
Dzhabir Dzhabrailov,Khusan Urakov,WIN,TKO,
Dzhabir Dzhabrailov,Eduardo Freitas,WIN,Knockout,
Dzhokhar Eskiev,Imran Satiev,LOSS,Split Decision,
Dzhokhar Eskiev,Ilimbek Akylbek Uulu,WIN,TKO,
Eddie “Silky Smooth” Abasolo,Mohamed Younes Rabah,LOSS,Unanimous Decision,
Eddie “Silky Smooth” Abasolo,Luke Lessei,LOSS,Split Decision,
Eddie “Silky Smooth” Abasolo,Sitthichai Sitsongpeenong,LOSS,Unanimous Decision,
Eddie “Silky Smooth” Abasolo,Niclas Larsen,WIN,Knockout,
Eddie “Silky Smooth” Abasolo,Liam Nolan,LOSS,Unanimous Decision,
Edson “Trapdoor Spider” Machavane,Fritz Biagtan,WIN,TKO,
Edson “Panico” Marques,Eduard Folayang,WIN,TKO,
Edson “Panico” Marques,Kim Kyung Lock,WIN,Unanimous Decision,
Edson “Panico” Marques,Hiroyuki Tetsuka,LOSS,Knockout,
Edson “Panico” Marques,Raimond Magomedaliev,LOSS,Knockout,
Eduard “Landslide” Folayang,Shinya Aoki,LOSS,Submission,
Eduard “Landslide” Folayang,Amir Khan,WIN,Knockout,
Eduard “Landslide” Folayang,Edson Marques,LOSS,TKO,
Eduard “Landslide” Folayang,John Wayne Parr,WIN,Unanimous Decision,
Eduard “Landslide” Folayang,Zhang Lipeng,LOSS,Unanimous Decision,
Eduard “Landslide” Folayang,Shinya Aoki,LOSS,Submission,
Eduard “Landslide” Folayang,Antonio Caruso,LOSS,Unanimous Decision,
Eduard “Landslide” Folayang,Pieter Buist,LOSS,Split Decision,
Eduard “Landslide” Folayang,Amarsanaa Tsogookhuu,WIN,Unknown,
Eduard “Landslide” Folayang,Eddie Alvarez,LOSS,Submission,
Eduard “Landslide” Folayang,Shinya Aoki,LOSS,Submission,
Eduard “Landslide” Folayang,Amir Khan,WIN,Unanimous Decision,
Eduard “Landslide” Folayang,Aziz Pahrudinov,WIN,Unanimous Decision,
Eduard “Landslide” Folayang,Kharun Atlangeriev,WIN,Unanimous Decision,
Eduard “Landslide” Folayang,Martin Nguyen,LOSS,Knockout,
Eduard “Landslide” Folayang,Ev Ting,WIN,Unanimous Decision,
Eduard “Landslide” Folayang,Shinya Aoki,WIN,TKO,
Eduard “Landslide” Folayang,Adrian Pang,WIN,Unanimous Decision,
Eduard “Landslide” Folayang,Tetsuya Yamada,WIN,Unanimous Decision,
Eduard “Landslide” Folayang,Timofey Nastyukhin,LOSS,Knockout,
Eduard “Landslide” Folayang,Kotetsu Boku,WIN,Unanimous Decision,
Eduard “Landslide” Folayang,Vincent Latoel,WIN,Unanimous Decision,
Eduard “Landslide” Folayang,Felipe Enomoto,LOSS,Unanimous Decision,
Eduard “Landslide” Folayang,Ole Laursen,LOSS,Split Decision,
Eduard “Landslide” Folayang,A-Sol Kwon,WIN,Unanimous Decision,
Eduard Saik,Mustafa Al Tekreeti,LOSS,Unanimous Decision,
Eduard Saik,Odai Abozraiq,WIN,TKO,
Eduardo “Dudu” Freitas,Dzhabir Dzhabrailov,LOSS,Knockout,
Edward “The Ferocious” Kelly,Ahmed Faress,WIN,Split Decision,
Edward “The Ferocious” Kelly,Tang Kai,LOSS,Unanimous Decision,
Edward “The Ferocious” Kelly,Xie Bin,LOSS,Unknown,
Edward “The Ferocious” Kelly,Sung Jong Lee,WIN,TKO,
Edward “The Ferocious” Kelly,Christian Lee,LOSS,TKO,
Edward “The Ferocious” Kelly,Christian Lee,WIN,Disqualification,
Edward “The Ferocious” Kelly,Narantungalag Jadambaa,LOSS,TKO,
Edward “The Ferocious” Kelly,Meas Meul,WIN,Knockout,
Edward “The Ferocious” Kelly,Emilio Urrutia,LOSS,Unanimous Decision,
Edward “The Ferocious” Kelly,Sunoto,WIN,TKO,
Edward “The Ferocious” Kelly,Narantungalag Jadambaa,LOSS,Knockout,
Edward “The Ferocious” Kelly,Jordan Lucas,WIN,Submission,
Edward “The Ferocious” Kelly,Martin Nguyen,LOSS,TKO,
Edward “The Ferocious” Kelly,Jimmy Yabo,WIN,Submission,
Edward “The Ferocious” Kelly,Rob Lisita,WIN,Submission,
Edward “The Ferocious” Kelly,Herbert Burns,LOSS,Submission,
Edward “The Ferocious” Kelly,Bae Yong Kwon,WIN,Unanimous Decision,
Egi Rozten,Fajar,LOSS,TKO,
Egi Rozten,Elipitua Siregar,LOSS,Submission,
Egi Rozten,Himanshu Kaushik,LOSS,Knockout,
Egi Rozten,Eddey Kalai,WIN,Knockout,
Egi Rozten,Riski Umar,WIN,TKO,
Egi Rozten,Riski Umar,LOSS,TKO,
Egor Bikrev,Panpayak Jitmuangnon,WIN,Knockout,
Egor Bikrev,Gingsanglek Wor Kumchamnarn,WIN,TKO,
Eh Mwi,Wuttikrai Wor Chakrawut,LOSS,TKO,
Eh Mwi,Ahavat Gordon,LOSS,Unanimous Decision,
Eh Mwi,Muga Seto,WIN,Knockout,
Eh Mwi,Omar Kinteh,LOSS,Unanimous Decision,
Eh Mwi,Reito Takazono,WIN,Knockout,
Eisaku “Speed Actor” Ogasawara,Rittidet Sor Sommai,LOSS,Unanimous Decision,
Eisaku “Speed Actor” Ogasawara,Sornsueknoi FA Group,WIN,Majority Decision,
Eisaku “Speed Actor” Ogasawara,Chorfah Tor Sangtiennoi,LOSS,Knockout,
Eisaku “Speed Actor” Ogasawara,Yodwittaya Petchompoo,WIN,Knockout,
Ekaterina “Barbie” Vandaryeva,Martyna Kierczynska,WIN,Unanimous Decision,
Ekaterina “Barbie” Vandaryeva,Iman Barlow,LOSS,Unanimous Decision,
Ekaterina “Barbie” Vandaryeva,Anna Jaroonsak,LOSS,Split Decision,
Ekaterina “Barbie” Vandaryeva,Jackie Buntan,LOSS,Majority Decision,
Ekaterina “Barbie” Vandaryeva,Janet Todd,LOSS,Knockout,
Eko Roni Saputra,Sanzhar Zakirov,LOSS,Knockout,
Eko Roni Saputra,Hu Yong,LOSS,TKO,
Eko Roni Saputra,Danny Kingad,LOSS,Unanimous Decision,
Eko Roni Saputra,Yodkaikaew Fairtex,WIN,Submission,
Eko Roni Saputra,Chan Rothana,WIN,Submission,
Eko Roni Saputra,Liu Peng Shuai,WIN,Knockout,
Eko Roni Saputra,Ramon Gonzales,WIN,Submission,
Eko Roni Saputra,Murugan Silvarajoo,WIN,Submission,
Eko Roni Saputra,Khon Sichan,WIN,Submission,
Eko Roni Saputra,Kaji Ebin,WIN,Submission,
Eko Roni Saputra,Niko Soe,LOSS,TKO,
Elad Suman,Vladimir Gabov,WIN,Unanimous Decision,
Elbrus “The Samurai” Osmanov,Yuki Yoza,LOSS,Unanimous Decision,
Elbrus “The Samurai” Osmanov,Nathan Bendon,WIN,Unanimous Decision,
Elbrus “The Samurai” Osmanov,Miao Aoqi,WIN,Unanimous Decision,
Elbrus “The Samurai” Osmanov,Zhang Chenglong,WIN,Unanimous Decision,
Elbrus “The Samurai” Osmanov,Wail Karroumi,WIN,Unanimous Decision,
Elbrus “The Samurai” Osmanov,Kaonar Sor Jor Thongprajin,WIN,Unanimous Decision,
Elbrus “The Samurai” Osmanov,Paedsanlek PK Saenchai,WIN,Knockout,
Elias Ghazali,Javad Bigdeli,WIN,Unanimous Decision,
Elias Ghazali,Mohammad Sadeghi,LOSS,Unanimous Decision,
Elias Ghazali,Ayad Albadr,WIN,Unanimous Decision,
Elias “The Sniper” Mahmoudi,Denis Puric,Unknown,Unknown,
Elias “The Sniper” Mahmoudi,Taiki Naito,WIN,Knockout,
Elias “The Sniper” Mahmoudi,Edgar Tabares,WIN,TKO,
Elias “The Sniper” Mahmoudi,Mongkolpetch Petchyindee,LOSS,Majority Decision,
Elias “The Sniper” Mahmoudi,Lerdsila Phuket Top Team,WIN,Unanimous Decision,
Elias “The Sniper” Mahmoudi,Petchdam Petchyindee,LOSS,Unknown,
Elias “The Sniper” Mahmoudi,Yukinori Ogasawara,WIN,Unanimous Decision,
Ellis “El Jefe” Badr Barboza,Prajanchai PK Saenchai,LOSS,TKO,
Ellis “El Jefe” Badr Barboza,Aliff Sor Dechapan,WIN,Split Decision,
Ellis “El Jefe” Badr Barboza,Thongpoon PK Saenchai,Unknown,Unknown,
Elmehdi “The Sniper” El Jamari,Aliff Sor Dechapan,LOSS,Unanimous Decision,
Elmehdi “The Sniper” El Jamari,Thongpoon PK Saenchai,WIN,Knockout,
Ely “The Dragon” Fernandez,Coopar Royal,LOSS,Submission,
Elyes Kacem,Apiwat Sor Somnuk,LOSS,Knockout,
Elyes Kacem,Chai Sor Sor ToiPadriew,WIN,Knockout,
Emilio “The Honey Badger” Urrutia,Mark Abelardo,LOSS,Knockout,
Emilio “The Honey Badger” Urrutia,Yoshiki Nakahara,LOSS,TKO,
Emilio “The Honey Badger” Urrutia,Li Kai Wen,LOSS,TKO,
Emilio “The Honey Badger” Urrutia,Marat Gafurov,LOSS,Submission,
Emilio “The Honey Badger” Urrutia,Bruno Pucci,WIN,Knockout,
Emilio “The Honey Badger” Urrutia,Edward Kelly,WIN,Unanimous Decision,
Emily Chong,Junior Fairtex,LOSS,Unanimous Decision,
Emily Chong,Kokoz,WIN,Unanimous Decision,
Emran “Anaconda” Hafizoglu,Brett Pastore,LOSS,Unanimous Decision,
Enkh-Orgil Baatarkhuu,Jeremy Pacatiw,WIN,Unanimous Decision,
Enkh-Orgil Baatarkhuu,Aaron Canarte,WIN,Submission,
Enkh-Orgil Baatarkhuu,Carlo Bumina-ang,WIN,Submission,
Enkh-Orgil Baatarkhuu,Artem Belakh,LOSS,TKO,
Enkh-Orgil Baatarkhuu,Jhanlo Mark Sangiao,WIN,Submission,
Enkh-Orgil Baatarkhuu,Rockie Bactol,WIN,TKO,
Enkh-Orgil Baatarkhuu,Adonis Sevilleno,WIN,Unanimous Decision,
Enriko “The Hurricane” Kehl,Tayfun Ozcan,LOSS,Unanimous Decision,
Enriko “The Hurricane” Kehl,Davit Kiria,LOSS,TKO,
Enriko “The Hurricane” Kehl,Chingiz Allazov,WIN,Split Decision,
Enriko “The Hurricane” Kehl,Armen Petrosyan,WIN,TKO,
Enriko “The Hurricane” Kehl,Dzhabar Askerov,LOSS,Unanimous Decision,
Enriko “The Hurricane” Kehl,Liam Nolan,WIN,TKO,
Enzo Clarisse,Padejsuk NF Looksuan,WIN,Knockout,
Enzo Clarisse,Rui Kakizaki,WIN,Split Decision,
Enzo Clarisse,Maxime Combes,LOSS,Unanimous Decision,
Erdem “The Professor” Taha Dincer,Alessandro Sara,WIN,Knockout,
Erik Hehir,Shadow Singha Mawynn,LOSS,TKO,
Ernesto Montilla,Tatsumitsu Wada,LOSS,Submission,
Eros Baluyot,Changy Kara-Ool,WIN,Submission,
Erzhan Zhanyshbek Uulu,Ramazan Karimov,WIN,Split Decision,
Estrada “El Presidente” Donga-as,Pham Van Nam,LOSS,TKO,
ET Wankhongohm MBK,Yodthongthai Sor Sommai,LOSS,TKO,
ET Wankhongohm MBK,Mongkolkaew Sor Sommai,WIN,Unanimous Decision,
ET Wankhongohm MBK,Mongkolkaew Sor Sommai,WIN,Knockout,
ET Wankhongohm MBK,Kongthoranee Sor Sommai,LOSS,Majority Decision,
ET Wankhongohm MBK,Apiwat Sor Somnuk,WIN,Knockout,
Eubert “Speed” Gomez,Chayan Oorzhak,LOSS,TKO,
Ev “ET” Ting,Amir Khan,LOSS,Split Decision,
Ev “ET” Ting,Daichi Abe,WIN,Submission,
Ev “ET” Ting,Dagi Arslanaliev,LOSS,TKO,
Ev “ET” Ting,Shinya Aoki,LOSS,Submission,
Ev “ET” Ting,Koji Ando,WIN,Unanimous Decision,
Ev “ET” Ting,Ariel Sexton,WIN,Split Decision,
Ev “ET” Ting,Nobutatsu Suzuki,WIN,TKO,
Ev “ET” Ting,Eduard Folayang,LOSS,Unanimous Decision,
Ev “ET” Ting,Kamal Shalorus,WIN,Split Decision,
Ev “ET” Ting,Rob Lisita,WIN,Unanimous Decision,
Ev “ET” Ting,Marat Gafurov,LOSS,Submission,
Ev “ET” Ting,Cary Bullos,WIN,Submission,
Ev “ET” Ting,Eric Kelly,WIN,Knockout,
Evgenii Antonov,Islam Kukaev,WIN,TKO,
Evgenii “The General” Morozov,Matheus Pereira,LOSS,TKO,
Ezekiel “Kiel” Isidro,Tsukasa Mizoguchi,LOSS,Knockout,
Fabio Harada,Batochir Batsaikhan,LOSS,TKO,
Fabio “Sensational” Reis,Alessio Malatesta,LOSS,Knockout,
Fabio “Sensational” Reis,Pakorn PK Saenchai,WIN,Knockout,
Fabio “Sensational” Reis,Soe Lin Oo,LOSS,Knockout,
Fabio “Sensational” Reis,Vladimir Kuzmin,LOSS,Unanimous Decision,
Fabio “Sensational” Reis,Pongsiri PK Saenchai,LOSS,Majority Decision,
